order_id,user_id,status,gender,created_at
5562,4474,Complete,F,2023-05-04 11:26:00+00:00
5600,4505,Complete,F,2023-08-27 11:15:00+00:00
5647,4531,Complete,F,2023-06-09 01:13:00+00:00
5733,4610,Complete,F,2023-05-17 04:03:00+00:00
5734,4611,Complete,F,2023-05-31 03:58:00+00:00
5754,4626,Complete,F,2023-04-13 17:24:00+00:00
5767,4634,Complete,F,2023-02-26 14:52:00+00:00
5776,4643,Complete,F,2023-12-01 05:58:00+00:00
5800,4670,Complete,F,2023-05-05 06:51:00+00:00
5801,4670,Complete,F,2023-11-29 06:51:00+00:00
5803,4675,Complete,F,2023-05-28 07:40:00+00:00
5821,4693,Complete,F,2023-10-28 15:01:00+00:00
5856,4728,Complete,F,2023-11-14 18:02:00+00:00
5968,4835,Complete,F,2023-11-22 12:58:00+00:00
6049,4894,Complete,F,2023-10-09 02:01:00+00:00
6098,4933,Complete,F,2023-03-17 02:15:00+00:00
6218,5027,Complete,F,2023-11-13 18:39:00+00:00
6244,5054,Complete,F,2023-01-05 13:07:00+00:00
6285,5091,Complete,F,2023-03-01 18:24:00+00:00
6306,5106,Complete,F,2023-11-30 02:04:00+00:00
6317,5115,Complete,F,2023-04-03 09:31:00+00:00
6355,5143,Complete,F,2023-04-28 18:40:00+00:00
6394,5176,Complete,F,2023-07-21 14:53:00+00:00
6433,5210,Complete,F,2023-08-08 04:31:00+00:00
6440,5217,Complete,F,2023-11-20 03:00:00+00:00
6461,5237,Complete,F,2023-09-19 04:52:00+00:00
6530,5281,Complete,F,2023-11-05 13:32:00+00:00
6592,5324,Complete,F,2023-03-29 02:26:00+00:00
6611,5339,Complete,F,2023-06-15 16:49:00+00:00
6657,5381,Complete,F,2023-07-25 06:11:00+00:00
6659,5381,Complete,F,2023-07-12 06:11:00+00:00
6684,5397,Complete,F,2023-08-12 02:33:00+00:00
6771,5483,Complete,F,2023-11-30 16:28:00+00:00
6779,5487,Complete,F,2023-03-11 15:22:00+00:00
6795,5503,Complete,F,2023-08-07 03:38:00+00:00
6796,5503,Complete,F,2023-06-29 03:38:00+00:00
6800,5505,Complete,F,2023-02-14 02:51:00+00:00
6876,5559,Complete,F,2023-10-26 14:49:00+00:00
6979,5648,Complete,F,2023-05-25 02:01:00+00:00
7010,5668,Complete,F,2023-07-08 01:16:00+00:00
7013,5669,Complete,F,2023-05-12 15:41:00+00:00
7080,5723,Complete,F,2023-08-21 12:35:00+00:00
7192,5820,Complete,F,2023-11-03 10:12:00+00:00
7285,5893,Complete,F,2023-09-07 16:09:00+00:00
7288,5897,Complete,F,2023-08-19 03:39:00+00:00
7310,5916,Complete,F,2023-01-13 17:13:00+00:00
7320,5925,Complete,F,2023-06-17 06:16:00+00:00
7325,5929,Complete,F,2023-09-30 02:23:00+00:00
7349,5947,Complete,F,2023-05-22 05:16:00+00:00
7370,5965,Complete,F,2023-10-27 10:11:00+00:00
7388,5985,Complete,F,2023-02-05 04:50:00+00:00
7490,6068,Complete,F,2023-05-01 00:52:00+00:00
7524,6091,Complete,F,2023-05-21 01:49:00+00:00
7556,6122,Complete,F,2023-08-29 12:26:00+00:00
7573,6134,Complete,F,2023-09-20 11:18:00+00:00
7611,6168,Complete,F,2023-04-08 10:47:00+00:00
7629,6181,Complete,F,2023-03-25 00:11:00+00:00
7650,6197,Complete,F,2023-12-31 06:55:00+00:00
7662,6210,Complete,F,2023-12-14 14:47:00+00:00
7725,6255,Complete,F,2023-05-23 06:03:00+00:00
7777,6295,Complete,F,2023-12-06 14:06:00+00:00
7783,6299,Complete,F,2023-06-26 16:22:00+00:00
7809,6318,Complete,F,2023-10-08 09:02:00+00:00
7818,6328,Complete,F,2023-01-21 03:54:00+00:00
7827,6338,Complete,F,2023-04-12 18:41:00+00:00
7829,6339,Complete,F,2023-12-28 10:41:00+00:00
7923,6411,Complete,F,2023-08-28 14:05:00+00:00
7945,6427,Complete,F,2023-12-14 18:52:00+00:00
8065,6522,Complete,F,2023-10-04 06:56:00+00:00
8156,6612,Complete,F,2023-01-15 18:47:00+00:00
8161,6616,Complete,F,2023-09-03 01:48:00+00:00
8190,6633,Complete,F,2023-12-17 02:45:00+00:00
8194,6639,Complete,F,2023-06-12 05:14:00+00:00
8216,6659,Complete,F,2023-03-09 01:02:00+00:00
8230,6666,Complete,F,2023-11-07 00:29:00+00:00
8252,6684,Complete,F,2023-11-12 10:47:00+00:00
8287,6713,Complete,F,2023-05-11 08:31:00+00:00
8289,6715,Complete,F,2023-11-17 09:44:00+00:00
8302,6725,Complete,F,2023-09-24 09:23:00+00:00
8333,6750,Complete,F,2023-04-26 16:58:00+00:00
8336,6752,Complete,F,2023-11-14 03:59:00+00:00
8356,6767,Complete,F,2023-04-08 17:06:00+00:00
8374,6779,Complete,F,2023-10-08 02:32:00+00:00
8450,6835,Complete,F,2023-05-29 18:28:00+00:00
8470,6853,Complete,F,2023-03-09 01:22:00+00:00
8517,6884,Complete,F,2023-02-02 01:48:00+00:00
8537,6901,Complete,F,2023-07-25 01:40:00+00:00
8538,6901,Complete,F,2023-12-16 01:40:00+00:00
8609,6950,Complete,F,2023-11-04 04:33:00+00:00
8667,6995,Complete,F,2023-08-20 11:17:00+00:00
8690,7012,Complete,F,2023-03-26 12:07:00+00:00
8746,7052,Complete,F,2023-08-31 00:44:00+00:00
8877,7152,Complete,F,2023-01-18 00:13:00+00:00
8893,7167,Complete,F,2023-06-08 15:42:00+00:00
8913,7180,Complete,F,2023-01-31 09:08:00+00:00
8939,7202,Complete,F,2023-12-11 12:13:00+00:00
8961,7215,Complete,F,2023-10-15 11:26:00+00:00
9013,7251,Complete,F,2023-06-29 13:36:00+00:00
9097,7327,Complete,F,2023-11-14 12:18:00+00:00
9108,7334,Complete,F,2023-01-09 01:25:00+00:00
9127,7347,Complete,F,2023-11-13 02:22:00+00:00
9175,7391,Complete,F,2023-08-15 02:24:00+00:00
9215,7420,Complete,F,2023-06-14 12:47:00+00:00
9242,7443,Complete,F,2023-08-03 02:13:00+00:00
9259,7455,Complete,F,2023-02-15 17:00:00+00:00
9276,7468,Complete,F,2023-08-06 06:22:00+00:00
9310,7490,Complete,F,2023-12-13 16:52:00+00:00
9325,7509,Complete,F,2023-09-03 11:56:00+00:00
9336,7514,Complete,F,2023-11-02 13:50:00+00:00
9389,7551,Complete,F,2023-05-19 15:59:00+00:00
9416,7576,Complete,F,2023-08-09 04:40:00+00:00
9453,7612,Complete,F,2023-04-06 04:18:00+00:00
9477,7626,Complete,F,2023-06-11 07:49:00+00:00
9559,7693,Complete,F,2023-03-21 09:20:00+00:00
9560,7693,Complete,F,2023-08-12 09:20:00+00:00
9577,7710,Complete,F,2023-10-05 01:43:00+00:00
9595,7719,Complete,F,2023-02-20 15:52:00+00:00
9616,7735,Complete,F,2023-03-03 13:17:00+00:00
9662,7770,Complete,F,2023-09-22 01:40:00+00:00
9755,7847,Complete,F,2023-12-24 17:36:00+00:00
9775,7860,Complete,F,2023-03-05 02:52:00+00:00
9821,7902,Complete,F,2023-02-10 03:16:00+00:00
9846,7920,Complete,F,2023-10-02 01:47:00+00:00
9849,7923,Complete,F,2023-05-25 12:59:00+00:00
9915,7974,Complete,F,2023-08-02 00:57:00+00:00
9931,7981,Complete,F,2023-08-10 15:37:00+00:00
9947,7994,Complete,F,2023-06-19 07:53:00+00:00
9948,7995,Complete,F,2023-11-29 15:41:00+00:00
9970,8022,Complete,F,2023-06-21 17:30:00+00:00
10035,8068,Complete,F,2023-12-18 04:03:00+00:00
10087,8107,Complete,F,2023-07-02 06:41:00+00:00
10092,8109,Complete,F,2023-10-20 11:51:00+00:00
10143,8156,Complete,F,2023-12-03 06:47:00+00:00
10145,8157,Complete,F,2023-11-18 06:55:00+00:00
10187,8197,Complete,F,2023-02-12 05:20:00+00:00
10188,8197,Complete,F,2023-09-14 05:20:00+00:00
10199,8207,Complete,F,2023-12-18 04:55:00+00:00
10219,8223,Complete,F,2023-05-06 17:04:00+00:00
10258,8259,Complete,F,2023-09-08 01:19:00+00:00
10280,8278,Complete,F,2023-06-24 11:24:00+00:00
10431,8402,Complete,F,2023-08-28 09:51:00+00:00
10444,8409,Complete,F,2023-08-24 10:19:00+00:00
10478,8436,Complete,F,2023-01-31 00:03:00+00:00
10494,8449,Complete,F,2023-08-29 16:28:00+00:00
10498,8452,Complete,F,2023-06-10 12:49:00+00:00
10519,8469,Complete,F,2023-02-14 08:16:00+00:00
10521,8470,Complete,F,2023-07-16 14:20:00+00:00
10528,8476,Complete,F,2023-01-15 02:34:00+00:00
10530,8476,Complete,F,2023-06-01 02:34:00+00:00
10619,8544,Complete,F,2023-05-04 18:04:00+00:00
10626,8550,Complete,F,2023-12-10 05:30:00+00:00
10654,8578,Complete,F,2023-12-27 14:29:00+00:00
10677,8598,Complete,F,2023-01-30 03:11:00+00:00
10729,8644,Complete,F,2023-02-28 04:37:00+00:00
10730,8645,Complete,F,2023-03-04 08:15:00+00:00
10778,8681,Complete,F,2023-09-26 12:53:00+00:00
10786,8689,Complete,F,2023-06-20 15:48:00+00:00
10804,8709,Complete,F,2023-06-18 03:39:00+00:00
10806,8713,Complete,F,2023-08-12 08:03:00+00:00
10855,8740,Complete,F,2023-01-14 04:41:00+00:00
10857,8741,Complete,F,2023-04-11 05:34:00+00:00
10879,8761,Complete,F,2023-07-15 17:58:00+00:00
10926,8803,Complete,F,2023-03-22 05:35:00+00:00
10936,8813,Complete,F,2023-02-16 09:22:00+00:00
10991,8862,Complete,F,2023-08-24 06:12:00+00:00
10994,8865,Complete,F,2023-03-13 05:51:00+00:00
10995,8865,Complete,F,2023-02-19 05:51:00+00:00
11012,8878,Complete,F,2023-04-18 17:21:00+00:00
11014,8878,Complete,F,2023-12-02 17:21:00+00:00
11024,8883,Complete,F,2023-04-10 07:20:00+00:00
11064,8913,Complete,F,2023-11-10 14:55:00+00:00
11067,8915,Complete,F,2023-11-17 00:43:00+00:00
11082,8925,Complete,F,2023-07-08 08:38:00+00:00
11098,8945,Complete,F,2023-04-15 11:00:00+00:00
11105,8949,Complete,F,2023-11-24 06:27:00+00:00
11134,8976,Complete,F,2023-06-10 00:59:00+00:00
11159,9002,Complete,F,2023-05-19 06:20:00+00:00
11185,9020,Complete,F,2023-10-26 11:12:00+00:00
11187,9022,Complete,F,2023-11-16 08:37:00+00:00
11301,9118,Complete,F,2023-09-28 14:05:00+00:00
11364,9169,Complete,F,2023-12-03 14:18:00+00:00
11400,9199,Complete,F,2023-09-15 04:51:00+00:00
11405,9203,Complete,F,2023-04-21 03:40:00+00:00
11413,9212,Complete,F,2023-02-03 02:41:00+00:00
11439,9231,Complete,F,2023-01-10 00:21:00+00:00
11452,9238,Complete,F,2023-09-20 15:57:00+00:00
11499,9278,Complete,F,2023-04-24 15:31:00+00:00
11500,9278,Complete,F,2023-03-21 15:31:00+00:00
11636,9374,Complete,F,2023-03-25 15:01:00+00:00
11646,9382,Complete,F,2023-12-13 09:39:00+00:00
11705,9430,Complete,F,2023-11-25 12:29:00+00:00
11729,9449,Complete,F,2023-11-16 01:20:00+00:00
11774,9485,Complete,F,2023-04-04 14:46:00+00:00
11855,9550,Complete,F,2023-02-03 17:35:00+00:00
11873,9569,Complete,F,2023-06-02 02:31:00+00:00
11905,9600,Complete,F,2023-09-03 13:42:00+00:00
11954,9647,Complete,F,2023-04-24 05:28:00+00:00
11977,9664,Complete,F,2023-11-15 03:05:00+00:00
11994,9672,Complete,F,2023-11-10 06:01:00+00:00
12021,9698,Complete,F,2023-04-14 08:01:00+00:00
12040,9713,Complete,F,2023-12-24 05:44:00+00:00
12096,9754,Complete,F,2023-08-03 10:32:00+00:00
12136,9789,Complete,F,2023-12-13 11:15:00+00:00
12138,9791,Complete,F,2023-05-10 00:41:00+00:00
12162,9804,Complete,F,2023-04-02 14:29:00+00:00
12204,9837,Complete,F,2023-05-22 14:42:00+00:00
12231,9858,Complete,F,2023-06-28 11:03:00+00:00
12232,9858,Complete,F,2023-09-06 11:03:00+00:00
12252,9875,Complete,F,2023-10-31 05:25:00+00:00
12300,9908,Complete,F,2023-10-16 08:17:00+00:00
12306,9911,Complete,F,2023-07-18 01:50:00+00:00
12434,9999,Complete,F,2023-02-21 15:11:00+00:00
12486,10046,Complete,F,2023-04-01 12:04:00+00:00
12492,10051,Complete,F,2023-09-03 14:00:00+00:00
12493,10052,Complete,F,2023-08-18 09:20:00+00:00
12509,10066,Complete,F,2023-04-27 13:58:00+00:00
12648,10175,Complete,F,2023-09-09 02:10:00+00:00
12653,10179,Complete,F,2023-12-07 02:21:00+00:00
12660,10182,Complete,F,2023-01-03 05:21:00+00:00
12782,10304,Complete,F,2023-02-25 18:33:00+00:00
12857,10369,Complete,F,2023-11-19 14:58:00+00:00
12862,10374,Complete,F,2023-12-22 10:30:00+00:00
12940,10437,Complete,F,2023-02-06 07:22:00+00:00
12950,10445,Complete,F,2023-01-08 01:09:00+00:00
12958,10451,Complete,F,2023-11-16 11:09:00+00:00
13038,10514,Complete,F,2023-04-11 18:16:00+00:00
13043,10516,Complete,F,2023-11-10 06:52:00+00:00
13090,10551,Complete,F,2023-02-06 12:27:00+00:00
13166,10597,Complete,F,2023-04-22 04:09:00+00:00
13201,10624,Complete,F,2023-09-27 13:05:00+00:00
13209,10630,Complete,F,2023-03-23 02:24:00+00:00
13271,10672,Complete,F,2023-01-16 12:16:00+00:00
13283,10683,Complete,F,2023-05-02 03:22:00+00:00
13300,10694,Complete,F,2023-09-21 12:10:00+00:00
13316,10704,Complete,F,2023-07-18 02:08:00+00:00
13384,10754,Complete,F,2023-10-19 13:03:00+00:00
13418,10774,Complete,F,2023-09-13 14:19:00+00:00
13420,10775,Complete,F,2023-07-03 06:42:00+00:00
13430,10787,Complete,F,2023-06-23 13:08:00+00:00
13444,10794,Complete,F,2023-08-18 01:19:00+00:00
13468,10807,Complete,F,2023-09-15 09:40:00+00:00
13480,10814,Complete,F,2023-05-19 04:33:00+00:00
13494,10826,Complete,F,2023-12-30 16:12:00+00:00
13538,10863,Complete,F,2023-03-04 12:12:00+00:00
13625,10927,Complete,F,2023-03-12 08:09:00+00:00
13627,10931,Complete,F,2023-06-18 18:29:00+00:00
13748,11030,Complete,F,2023-01-08 01:12:00+00:00
13763,11042,Complete,F,2023-11-12 00:39:00+00:00
13793,11069,Complete,F,2023-02-13 16:23:00+00:00
13825,11095,Complete,F,2023-01-02 11:29:00+00:00
13833,11101,Complete,F,2023-08-01 12:32:00+00:00
13852,11113,Complete,F,2023-07-29 16:42:00+00:00
13884,11147,Complete,F,2023-07-13 03:33:00+00:00
13975,11227,Complete,F,2023-05-30 15:20:00+00:00
13982,11231,Complete,F,2023-08-26 11:45:00+00:00
14010,11252,Complete,F,2023-09-24 10:43:00+00:00
14055,11298,Complete,F,2023-10-01 05:10:00+00:00
14199,11409,Complete,F,2023-03-05 11:10:00+00:00
14237,11434,Complete,F,2023-12-19 07:01:00+00:00
14331,11513,Complete,F,2023-07-26 02:21:00+00:00
14340,11523,Complete,F,2023-12-31 14:02:00+00:00
14342,11524,Complete,F,2023-10-04 03:48:00+00:00
14423,11586,Complete,F,2023-10-17 13:23:00+00:00
14431,11589,Complete,F,2023-07-05 10:51:00+00:00
14469,11627,Complete,F,2023-09-01 14:46:00+00:00
14470,11627,Complete,F,2023-01-06 14:46:00+00:00
14511,11663,Complete,F,2023-09-30 02:48:00+00:00
14566,11707,Complete,F,2023-11-08 09:40:00+00:00
14591,11723,Complete,F,2023-05-13 18:41:00+00:00
14637,11762,Complete,F,2023-08-26 08:41:00+00:00
14652,11774,Complete,F,2023-11-17 01:59:00+00:00
14688,11799,Complete,F,2023-08-14 12:09:00+00:00
14696,11804,Complete,F,2023-09-28 06:59:00+00:00
14710,11814,Complete,F,2023-10-19 04:36:00+00:00
14731,11831,Complete,F,2023-11-09 03:58:00+00:00
14772,11864,Complete,F,2023-07-13 12:19:00+00:00
14804,11886,Complete,F,2023-09-07 04:30:00+00:00
14806,11887,Complete,F,2023-04-28 08:01:00+00:00
14848,11915,Complete,F,2023-02-25 10:52:00+00:00
14854,11919,Complete,F,2023-06-20 01:39:00+00:00
14860,11924,Complete,F,2023-12-27 06:34:00+00:00
15026,12066,Complete,F,2023-12-10 01:04:00+00:00
15051,12085,Complete,F,2023-04-09 17:29:00+00:00
15059,12092,Complete,F,2023-12-12 06:06:00+00:00
15091,12115,Complete,F,2023-12-09 04:02:00+00:00
15095,12118,Complete,F,2023-09-26 18:46:00+00:00
15212,12211,Complete,F,2023-06-22 08:27:00+00:00
15241,12237,Complete,F,2023-06-21 09:36:00+00:00
15270,12260,Complete,F,2023-03-31 12:29:00+00:00
15285,12270,Complete,F,2023-11-30 14:40:00+00:00
15322,12309,Complete,F,2023-09-25 08:13:00+00:00
15331,12318,Complete,F,2023-11-12 07:01:00+00:00
15361,12342,Complete,F,2023-03-07 05:23:00+00:00
15432,12398,Complete,F,2023-03-17 14:50:00+00:00
15581,12524,Complete,F,2023-11-07 08:56:00+00:00
15644,12585,Complete,F,2023-04-19 06:22:00+00:00
15668,12607,Complete,F,2023-03-23 18:47:00+00:00
15672,12609,Complete,F,2023-12-25 00:40:00+00:00
15710,12635,Complete,F,2023-01-05 05:47:00+00:00
15731,12655,Complete,F,2023-10-26 00:10:00+00:00
15755,12672,Complete,F,2023-08-26 05:13:00+00:00
15763,12679,Complete,F,2023-08-20 10:03:00+00:00
15798,12703,Complete,F,2023-02-11 08:48:00+00:00
15832,12726,Complete,F,2023-03-28 08:48:00+00:00
15833,12726,Complete,F,2023-06-08 08:48:00+00:00
15871,12764,Complete,F,2023-10-06 00:36:00+00:00
15954,12825,Complete,F,2023-12-08 08:18:00+00:00
15955,12825,Complete,F,2023-07-02 08:18:00+00:00
15959,12829,Complete,F,2023-08-29 15:12:00+00:00
16097,12935,Complete,F,2023-09-02 06:45:00+00:00
16109,12946,Complete,F,2023-10-15 05:34:00+00:00
16127,12957,Complete,F,2023-10-04 00:45:00+00:00
16176,12993,Complete,F,2023-09-27 16:22:00+00:00
16234,13045,Complete,F,2023-08-06 11:30:00+00:00
16263,13070,Complete,F,2023-12-13 02:26:00+00:00
16306,13102,Complete,F,2023-07-10 03:06:00+00:00
16326,13113,Complete,F,2023-04-26 04:22:00+00:00
16338,13116,Complete,F,2023-02-05 13:30:00+00:00
16447,13201,Complete,F,2023-12-11 18:56:00+00:00
16494,13241,Complete,F,2023-11-19 18:40:00+00:00
