id,country,latitude,longitude,state
86649,Brasil,-9.505329745,-36.07349688,Alagoas
26894,Brasil,-9.505329745,-36.07349688,Alagoas
55957,Brasil,-9.505329745,-36.07349688,Alagoas
4105,Brasil,-9.505329745,-36.07349688,Alagoas
65904,Brasil,-9.505329745,-36.07349688,Alagoas
11252,Brasil,-9.505329745,-36.07349688,Alagoas
15462,Brasil,-9.505329745,-36.07349688,Alagoas
18130,Brasil,-9.505329745,-36.07349688,Alagoas
26420,Brasil,-9.611931101,-36.01656458,Alagoas
99148,Brasil,-9.611931101,-36.01656458,Alagoas
37783,Brasil,-9.611931101,-36.01656458,Alagoas
81722,Brasil,-9.611931101,-36.01656458,Alagoas
79014,Brasil,-9.611931101,-36.01656458,Alagoas
14235,Brasil,-9.611931101,-36.01656458,Alagoas
65666,Brasil,-9.611931101,-36.01656458,Alagoas
77064,Brasil,-9.125812842,-36.00663021,Alagoas
85425,Brasil,-9.125812842,-36.00663021,Alagoas
6063,Brasil,-9.125812842,-36.00663021,Alagoas
5131,Brasil,-9.125812842,-36.00663021,Alagoas
67335,Brasil,-9.125812842,-36.00663021,Alagoas
33015,Brasil,-9.125812842,-36.00663021,Alagoas
78523,Brasil,-9.125812842,-36.00663021,Alagoas
15956,Brasil,-9.125812842,-36.00663021,Alagoas
33104,Brasil,-9.125812842,-36.00663021,Alagoas
47107,Brasil,-9.125812842,-36.00663021,Alagoas
47098,Brasil,-9.125812842,-36.00663021,Alagoas
47685,Brasil,-9.125812842,-36.00663021,Alagoas
31372,Brasil,-9.708467904,-35.9058385,Alagoas
76125,Brasil,-9.708467904,-35.9058385,Alagoas
27992,Brasil,-9.708467904,-35.9058385,Alagoas
35492,Brasil,-9.708467904,-35.9058385,Alagoas
81052,Brasil,-9.708467904,-35.9058385,Alagoas
51211,Brasil,-9.708467904,-35.9058385,Alagoas
35580,Brasil,-9.708467904,-35.9058385,Alagoas
40623,Brasil,-9.708467904,-35.9058385,Alagoas
34479,Brasil,-9.708467904,-35.9058385,Alagoas
72414,Brasil,-9.708467904,-35.9058385,Alagoas
99325,Brasil,-9.708467904,-35.9058385,Alagoas
58812,Brasil,-9.708467904,-35.9058385,Alagoas
95485,Brasil,-9.708467904,-35.9058385,Alagoas
81673,Brasil,-9.477105065,-35.86378379,Alagoas
57002,Brasil,-9.477105065,-35.86378379,Alagoas
56501,Brasil,-9.477105065,-35.86378379,Alagoas
68863,Brasil,-9.477105065,-35.86378379,Alagoas
24578,Brasil,-9.477105065,-35.86378379,Alagoas
87266,Brasil,-9.477105065,-35.86378379,Alagoas
39516,Brasil,-9.477105065,-35.86378379,Alagoas
67471,Brasil,-9.477105065,-35.86378379,Alagoas
35175,Brasil,-9.477105065,-35.86378379,Alagoas
38675,Brasil,-9.477105065,-35.86378379,Alagoas
18115,Brasil,-9.477105065,-35.86378379,Alagoas
68547,Brasil,-9.477105065,-35.86378379,Alagoas
84941,Brasil,-9.477105065,-35.86378379,Alagoas
53375,Brasil,-9.477105065,-35.86378379,Alagoas
74987,Brasil,-9.477105065,-35.86378379,Alagoas
7780,Brasil,-9.477105065,-35.86378379,Alagoas
26296,Brasil,-9.569816148,-35.78416192,Alagoas
8068,Brasil,-9.569816148,-35.78416192,Alagoas
10702,Brasil,-9.569816148,-35.78416192,Alagoas
5657,Brasil,-9.569816148,-35.78416192,Alagoas
30598,Brasil,-9.569816148,-35.78416192,Alagoas
80508,Brasil,-9.569816148,-35.78416192,Alagoas
18610,Brasil,-9.569816148,-35.78416192,Alagoas
49358,Brasil,-9.569816148,-35.78416192,Alagoas
62377,Brasil,-9.569816148,-35.78416192,Alagoas
81202,Brasil,-9.569816148,-35.78416192,Alagoas
82543,Brasil,-9.61046771,-35.74662744,Alagoas
51514,Brasil,-9.61046771,-35.74662744,Alagoas
20121,Brasil,-9.61046771,-35.74662744,Alagoas
68051,Brasil,-9.61046771,-35.74662744,Alagoas
91416,Brasil,-9.61046771,-35.74662744,Alagoas
67246,Brasil,-9.253242222,-35.62934169,Alagoas
2112,Brasil,-9.253242222,-35.62934169,Alagoas
76190,Brasil,-9.253242222,-35.62934169,Alagoas
67663,Brasil,-9.253242222,-35.62934169,Alagoas
35063,Brasil,-9.253242222,-35.62934169,Alagoas
3463,Brasil,-9.253242222,-35.62934169,Alagoas
76990,Brasil,-9.253242222,-35.62934169,Alagoas
80800,Brasil,-9.253242222,-35.62934169,Alagoas
25953,Brasil,-9.253242222,-35.62934169,Alagoas
27559,United States,61.16070528,-149.9888737,Alaska
79551,United States,61.16070528,-149.9888737,Alaska
80624,United States,61.16070528,-149.9888737,Alaska
11260,United States,61.11627591,-149.8916904,Alaska
86177,United States,61.11627591,-149.8916904,Alaska
881,United States,61.4937942,-149.8777456,Alaska
97490,United States,61.4937942,-149.8777456,Alaska
9303,United States,61.4937942,-149.8777456,Alaska
20016,United States,61.4937942,-149.8777456,Alaska
36825,United States,61.4937942,-149.8777456,Alaska
26506,United States,61.4937942,-149.8777456,Alaska
25922,United States,61.4937942,-149.8777456,Alaska
46362,United States,61.4937942,-149.8777456,Alaska
36929,United States,61.4937942,-149.8777456,Alaska
91152,United States,61.4937942,-149.8777456,Alaska
93379,United States,61.20107712,-149.8145664,Alaska
19843,United States,61.20107712,-149.8145664,Alaska
53901,United States,61.20107712,-149.8145664,Alaska
65473,United States,61.20107712,-149.8145664,Alaska
47136,United States,61.1488497,-149.7851914,Alaska
45468,United States,61.1488497,-149.7851914,Alaska
24652,United States,61.1488497,-149.7851914,Alaska
87610,United States,61.1488497,-149.7851914,Alaska
52876,United States,61.15817689,-149.5094883,Alaska
76603,United States,61.15817689,-149.5094883,Alaska
62252,United States,61.15817689,-149.5094883,Alaska
69456,United States,61.15817689,-149.5094883,Alaska
3900,United States,61.15817689,-149.5094883,Alaska
93571,United States,61.15817689,-149.5094883,Alaska
21510,United States,61.15817689,-149.5094883,Alaska
36433,United States,61.61964626,-149.3160646,Alaska
56910,United States,61.22955403,-149.3013926,Alaska
41011,United States,61.22955403,-149.3013926,Alaska
89173,United States,61.22955403,-149.3013926,Alaska
58996,United States,61.22955403,-149.3013926,Alaska
64474,United States,64.86519412,-148.2451182,Alaska
82439,United States,64.86519412,-148.2451182,Alaska
8363,United States,64.86519412,-148.2451182,Alaska
29130,United States,64.7485059,-147.3423598,Alaska
25042,United States,64.7485059,-147.3423598,Alaska
14603,United States,64.7485059,-147.3423598,Alaska
74095,United States,64.7485059,-147.3423598,Alaska
62634,United States,64.7485059,-147.3423598,Alaska
37919,United States,58.36427567,-134.1219753,Alaska
5575,United States,58.36427567,-134.1219753,Alaska
36007,United States,58.36427567,-134.1219753,Alaska
89629,Brasil,1.096832853,-53.30566415,Amapá
55881,Brasil,1.096832853,-53.30566415,Amapá
35625,Brasil,1.096832853,-53.30566415,Amapá
24618,Brasil,1.096832853,-53.30566415,Amapá
1739,Brasil,1.096832853,-53.30566415,Amapá
52416,Brasil,1.096832853,-53.30566415,Amapá
14274,Brasil,1.096832853,-53.30566415,Amapá
62425,Brasil,1.096832853,-53.30566415,Amapá
4952,Brasil,1.096832853,-53.30566415,Amapá
58226,Brasil,1.096832853,-53.30566415,Amapá
61076,Brasil,1.096832853,-53.30566415,Amapá
48904,Brasil,1.096832853,-53.30566415,Amapá
37362,Brasil,0.1268670887,-51.37753193,Amapá
16624,Brasil,0.1268670887,-51.37753193,Amapá
91491,Brasil,0.1268670887,-51.37753193,Amapá
93391,Brasil,0.1268670887,-51.37753193,Amapá
26228,Brasil,0.1268670887,-51.37753193,Amapá
94990,Brasil,0.1268670887,-51.37753193,Amapá
96197,Brasil,0.1268670887,-51.37753193,Amapá
19155,Brasil,0.1268670887,-51.37753193,Amapá
19868,Brasil,0.1268670887,-51.37753193,Amapá
93281,Brasil,0.1268670887,-51.37753193,Amapá
61039,Brasil,0.1268670887,-51.37753193,Amapá
31309,Brasil,0.1268670887,-51.37753193,Amapá
81564,Brasil,0.1268670887,-51.37753193,Amapá
18050,Brasil,0.1268670887,-51.37753193,Amapá
13069,Brasil,0.1268670887,-51.37753193,Amapá
3289,Brasil,0.1268670887,-51.37753193,Amapá
